"","FINAL_ID","PHYLUM","CLASS","ORDER","FAMILY","SUBFAMILY","GENUS","SPECIES","FEEDINGHAB","TOLERANCE","NBI_P_TOLERANCE","NBI_N_TOLERANCE","TOLNAME","CLASSIFIER","PREVNAMES","COMMONNAME","REFERENCE"
"880","UNDETERMINED_POLYMITARCYIDAE","ARTHROPODA","INSECTA","EPHEMEROPTERA","POLYMITARCYIDAE","POLYMITARCYIDAE","POLYMITARCYIDAE","NA","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"83,24"
"881","LITOBRANCHA_RECURVATA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERIDAE","EPHEMERIDAE","litobrancha","litobrancha_recurvata","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"72"
"882","EPEORUS_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","epeorus","NA","SCRAPER",0,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"883","HEPTAGENIA_PULLA_GR.","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","heptagenia","heptagenia_pulla","SCRAPER",4,NA,NA,"INTOLERANT",NA,NA,NA,"83,24"
"884","HEPTAGENIA_MARGINALIS","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","heptagenia","heptagenia_marginalis","SCRAPER",4,NA,NA,"INTOLERANT",NA,NA,NA,"83,24"
"885","HEPTAGENIA_FLAVESCENS","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","heptagenia","heptagenia_flavescens","SCRAPER",4,NA,NA,"INTOLERANT",NA,NA,NA,"83,24"
"886","HEPTAGENIA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","heptagenia","NA","SCRAPER",4,0,0,"INTOLERANT",NA,NA,NA,"83"
"887","RHITHROGENA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","rhithrogena","NA","GATHERER",0,0,1,"INTOLERANT",NA,NA,NA,"83"
"888","CINYGMULA_SUBAEQUALIS","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","cinygmula","cinygmula_subaequalis","SCRAPER",2,NA,NA,"INTOLERANT",NA,NA,NA,"83,34"
"889","CINYGMULA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","cinygmula","NA","SCRAPER",2,NA,NA,"INTOLERANT",NA,NA,NA,"83,34"
"890","STENONEMA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","stenonema","NA","SCRAPER",3,5,5,"INTOLERANT",NA,NA,NA,"9"
"891","UNDETERMINED_HEPTAGENIIDAE","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","HEPTAGENIIDAE","NA","SCRAPER",3,5,2,"INTOLERANT",NA,NA,NA,"83"
"892","EPHEMEROPTERA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMEROPTERA","EPHEMEROPTERA","EPHEMEROPTERA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","UNDETERMINED_ISOTOMIDAE","ARTHROPODA","COLLEMBOLA","COLLEMBOLA","ISOTOMIDAE","ISOTOMIDAE","ISOTOMIDAE","NA","GATHERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"83"
"894","UNDETERMINED_COLLEMBOLA","ARTHROPODA","COLLEMBOLA","COLLEMBOLA","COLLEMBOLA","COLLEMBOLA","COLLEMBOLA","NA","GATHERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"83"
"895","ORCONECTES_PROPINQUUS","ARTHROPODA","MALACOSTRACA","DECAPODA","CAMBARIDAE","CAMBARINAE","orconectes","orconectes_propinquus","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"83,108,5"
"896","ORCONECTES_OBSCURUS","ARTHROPODA","MALACOSTRACA","DECAPODA","CAMBARIDAE","CAMBARINAE","orconectes","orconectes_obscurus","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"83,108,5"
"897","ORCONECTES_RUSTICUS","ARTHROPODA","MALACOSTRACA","DECAPODA","CAMBARIDAE","CAMBARINAE","orconectes","orconectes_rusticus","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"83,108,5"
"898","ORCONECTES_SP.","ARTHROPODA","MALACOSTRACA","DECAPODA","CAMBARIDAE","CAMBARINAE","orconectes","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"83,108,5"
"899","CAMBARUS_BARTONII","ARTHROPODA","MALACOSTRACA","DECAPODA","CAMBARIDAE","CAMBARINAE","cambarus","cambarus_bartonii","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"83,108,5"
"900","CAMBARUS_SP.","ARTHROPODA","MALACOSTRACA","DECAPODA","CAMBARIDAE","CAMBARINAE","cambarus","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"83,108,5"
"901","UNDETERMINED_CAMBARIDAE","ARTHROPODA","MALACOSTRACA","DECAPODA","CAMBARIDAE","CAMBARIDAE","CAMBARIDAE","NA","GATHERER",6,6,5,"FACULTATIVE",NA,NA,NA,"83,108,5"
"902","UNDETERMINED_PENAEIDAE","ARTHROPODA","MALACOSTRACA","DECAPODA","PENAEIDAE","PENAEIDAE","PENAEIDAE","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"48"
"903","CRANGONYX_SP.","ARTHROPODA","MALACOSTRACA","AMPHIPODA","CRANGONYCTIDAE","CRANGONYCTIDAE","crangonyx","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"108"
"904","UNDETERMINED_CRANGONYCTIDAE","ARTHROPODA","MALACOSTRACA","AMPHIPODA","CRANGONYCTIDAE","CRANGONYCTIDAE","CRANGONYCTIDAE","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"108"
"905","UNDETERMINED_TALITRIDAE","ARTHROPODA","MALACOSTRACA","AMPHIPODA","TALITRIDAE","TALITRIDAE","TALITRIDAE","NA","GATHERER",8,NA,NA,"TOLERANT",NA,NA,NA,"17"
"906","MONOCULODES_EDWARDSI","ARTHROPODA","MALACOSTRACA","AMPHIPODA","OEDICEROTIDAE","OEDICEROTIDAE","monoculodes","monoculodes_edwardsi","GATHERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"17"
"907","LITOBRANCHA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERIDAE","EPHEMERIDAE","litobrancha","NA","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"908","HEXAGENIA_LIMBATA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERIDAE","EPHEMERIDAE","hexagenia","hexagenia_limbata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","HEXAGENIA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERIDAE","EPHEMERIDAE","hexagenia","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"83"
"910","EPHEMERA_SIMULANS","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERIDAE","EPHEMERIDAE","ephemera","ephemera_simulans","GATHERER",1,NA,NA,"INTOLERANT",NA,NA,NA,NA
"911","EPHEMERA_GUTTULATA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERIDAE","EPHEMERIDAE","ephemera","ephemera_guttulata","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"83,72,24"
"912","EPHEMERA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERIDAE","EPHEMERIDAE","ephemera","NA","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"83,72,24"
"913","UNDETERMINED_EPHEMERIDAE","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERIDAE","EPHEMERIDAE","EPHEMERIDAE","NA","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"914","UNDETERMINED_POTAMANTHIDAE","ARTHROPODA","INSECTA","EPHEMEROPTERA","POTAMANTHIDAE","POTAMANTHIDAE","POTAMANTHIDAE","NA","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"83,73"
"915","BAETISCA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETISCIDAE","BAETISCIDAE","baetisca","NA","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"916","UNDETERMINED_BAETISCIDAE","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETISCIDAE","BAETISCIDAE","BAETISCIDAE","NA","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"917","CAENIS_PUNCTATA","ARTHROPODA","INSECTA","EPHEMEROPTERA","CAENIDAE","CAENINAE","caenis","caenis_punctata","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"84"
"918","CAENIS_DIMINUTA","ARTHROPODA","INSECTA","EPHEMEROPTERA","CAENIDAE","CAENINAE","caenis","caenis_diminuta","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"84"
"919","CAENIS_AMICA","ARTHROPODA","INSECTA","EPHEMEROPTERA","CAENIDAE","CAENINAE","caenis","caenis_amica","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"84"
"920","CAENIS_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","CAENIDAE","CAENINAE","caenis","NA","GATHERER",6,3,3,"FACULTATIVE",NA,NA,NA,"83"
"921","BRACHYCERCUS_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","CAENIDAE","BRACHYCERCINAE","brachycercus","NA","GATHERER",3,NA,NA,"INTOLERANT",NA,NA,NA,"83,23"
"922","UNDETERMINED_CAENIDAE","ARTHROPODA","INSECTA","EPHEMEROPTERA","CAENIDAE","CAENIDAE","CAENIDAE","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"83"
"923","TRICORYTHODES_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOHYPHIDAE","LEPTOHYPHIDAE","tricorythodes","NA","GATHERER",4,4,9,"INTOLERANT",NA,NA,NA,"83"
"924","TRICORYTHODES","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOHYPHIDAE","LEPTOHYPHIDAE","tricorythodes","NA","GATHERER",4,4,9,"INTOLERANT",NA,NA,NA,"83"
"925","SERRATELLA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","serratella","NA","GATHERER",2,1,1,"INTOLERANT",NA,NA,NA,"5"
"926","DRUNELLA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","drunella","NA","SCRAPER",0,NA,NA,"INTOLERANT",NA,NA,NA,"4"
"927","DANNELLA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","dannella","NA","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"3"
"928","ATTENELLA_ATTENUATA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","attenella","attenella_attenuata","GATHERER",1,NA,NA,"INTOLERANT",NA,NA,NA,"2"
"929","ATTENELLA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","attenella","NA","GATHERER",1,NA,NA,"INTOLERANT",NA,NA,NA,"2"
"930","EURYLOPHELLA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","eurylophella","NA","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"6"
"931","EPHEMERELLA_NEEDHAMI","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","ephemerella","ephemerella_needhami","GATHERER",1,NA,NA,"INTOLERANT",NA,NA,NA,"7"
"932","EPHEMERELLA_INVARIA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","ephemerella","ephemerella_invaria","GATHERER",1,NA,NA,"INTOLERANT",NA,NA,NA,"7"
"933","EPHEMERELLA_EXCRUCIANS?","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","ephemerella","ephemerella_excrucians","GATHERER",1,NA,NA,"INTOLERANT",NA,NA,NA,"7"
"934","EPHEMERELLA_DOROTHEA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","ephemerella","ephemerella_dorothea","GATHERER",1,NA,NA,"INTOLERANT",NA,NA,NA,"7"
"935","EPHEMERELLA_AURIVILLII","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","ephemerella","ephemerella_aurivillii","GATHERER",0,NA,NA,"INTOLERANT",NA,NA,NA,"7"
"936","EPHEMERELLA_SUBVARIA","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","ephemerella","ephemerella_subvaria","GATHERER",1,4,1,"INTOLERANT",NA,NA,NA,"7"
"937","EPHEMERELLA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","ephemerella","NA","GATHERER",1,4,4,"INTOLERANT",NA,NA,NA,"7"
"938","UNDETERMINED_EPHEMERELLIDAE","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERELLIDAE","EPHEMERELLIDAE","EPHEMERELLIDAE","NA","GATHERER",2,3,6,"INTOLERANT",NA,NA,NA,"83"
"939","PARALEPTOPHLEBIA_ADOPTIVA","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","paraleptophlebia","paraleptophlebia_adoptiva","GATHERER",1,NA,NA,"INTOLERANT",NA,NA,NA,"24"
"940","PARALEPTOPHLEBIA_VOLITANS","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","paraleptophlebia","paraleptophlebia_volitans","GATHERER",1,NA,NA,"INTOLERANT",NA,NA,NA,"24"
"941","PARALEPTOPHLEBIA_DEBILIS","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","paraleptophlebia","paraleptophlebia_debilis","GATHERER",1,NA,NA,"INTOLERANT",NA,NA,NA,"24"
"942","PARALEPTOPHLEBIA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","paraleptophlebia","NA","GATHERER",1,2,3,"INTOLERANT",NA,NA,NA,"83"
"943","HABROPHLEBIA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","habrophlebia","NA","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"944","LEPTOPHLEBIA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","leptophlebia","NA","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"945","HABROPHLEBIODES_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","habrophlebiodes","NA","SCRAPER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"83"
"946","CHOROTERPES_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","choroterpes","NA","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"947","UNDETERMINED_LEPTOPHLEBIIDAE","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","NA","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"948","SIPHLOPLECTON_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","METRETOPODIDAE","METRETOPODIDAE","siphloplecton","NA","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"4,2"
"949","UNDETERMINED_METRETOPODIDAE","ARTHROPODA","INSECTA","EPHEMEROPTERA","METRETOPODIDAE","METRETOPODIDAE","METRETOPODIDAE","NA","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"4,2"
"950","ISONYCHIA_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","ISONYCHIIDAE","ISONYCHIIDAE","isonychia","NA","FILTERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"951","AMELETUS_LUDENS","ARTHROPODA","INSECTA","EPHEMEROPTERA","AMELETIDAE","AMELETIDAE","ameletus","ameletus_ludens","GATHERER",0,NA,NA,"INTOLERANT",NA,NA,NA,"83,34"
"952","AMELETUS_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","AMELETIDAE","AMELETIDAE","ameletus","NA","GATHERER",0,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"953","SIPHLONURUS_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","SIPHLONURIDAE","SIPHLONURIDAE","siphlonurus","NA","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"954","UNDETERMINED_SIPHLONURIDAE","ARTHROPODA","INSECTA","EPHEMEROPTERA","SIPHLONURIDAE","SIPHLONURIDAE","SIPHLONURIDAE","NA","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"955","CALLIBAETIS_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","callibaetis","NA","GATHERER",7,NA,NA,"TOLERANT",NA,NA,NA,"83"
"956","PARACLOEODES_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","paracloeodes","NA","SCRAPER",9,NA,NA,"TOLERANT",NA,NA,NA,NA
"957","CENTROPTILUM_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","centroptilum","NA","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"958","BAETIS_PLUTO","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","baetis","baetis_pluto","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"74"
"959","BAETIS_FLAVISTRIGA","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","baetis","baetis_flavistriga","GATHERER",4,7,7,"INTOLERANT",NA,NA,NA,"74"
"960","BAETIS_BRUNNEICOLOR","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","baetis","baetis_brunneicolor","GATHERER",4,1,5,"INTOLERANT",NA,NA,NA,"74"
"961","BAETIS_TRICAUDATUS","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","baetis","baetis_tricaudatus","GATHERER",6,8,9,"FACULTATIVE",NA,NA,NA,"74"
"962","BAETIS_INTERCALARIS","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","baetis","baetis_intercalaris","GATHERER",5,6,5,"FACULTATIVE",NA,NA,NA,"74"
"963","BAETIS_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","baetis","NA","GATHERER",6,6,3,"FACULTATIVE",NA,NA,NA,"74"
"964","HETEROCLOEON_CURIOSUM","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","heterocloeon","heterocloeon_curiosum","SCRAPER",2,NA,NA,"INTOLERANT",NA,NA,NA,"83,34"
"965","HETEROCLOEON_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","heterocloeon","NA","SCRAPER",2,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"966","PSEUDOCLOEON_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","pseudocloeon","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"83"
"967","CLOEON_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","cloeon","NA","GATHERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"968","NEOCLOEON_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","cloeon","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","UNDETERMINED_BAETIDAE","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","BAETIDAE","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"83"
"970","ANAFROPTILUM_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","BAETIDAE","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"83"
"971","STENACRON_CAROLINA","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","stenacron","stenacron_carolina","SCRAPER",7,NA,NA,"FACULTATIVE",NA,NA,NA,NA
"972","STENACRON_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","stenacron","NA","SCRAPER",7,NA,NA,"FACULTATIVE",NA,NA,NA,"83,9"
"973","NIXE_(NIXE)_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","nixe","NA","SCRAPER",2,1,5,"INTOLERANT",NA,NA,NA,"83,43"
"974","EPEORUS_VITREUS","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","epeorus","epeorus_vitreus","SCRAPER",0,NA,NA,"INTOLERANT",NA,NA,NA,"83"
"975","PARAPSYCHE_APICALIS","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","ARCTOPSYCHINAE","parapsyche","parapsyche_apicalis","FILTERER",0,NA,NA,"INTOLERANT",NA,NA,NA,NA
"976","PARAPSYCHE_SP.","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","ARCTOPSYCHINAE","parapsyche","NA","FILTERER",0,NA,NA,"INTOLERANT",NA,NA,NA,"125"
"977","POTAMYIA_SP.","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","potamyia","NA","FILTERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"125"
"978","ARCTOPSYCHE_LADOGENSIS","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","ARCTOPSYCHINAE","arctopsyche","arctopsyche_ladogensis","FILTERER",1,NA,NA,"INTOLERANT",NA,NA,NA,"125,83"
"979","ARCTOPSYCHE_SP.","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","ARCTOPSYCHINAE","arctopsyche","NA","FILTERER",1,NA,NA,"INTOLERANT",NA,NA,NA,"125,83"
"980","HYDROPSYCHE_SEPARATA","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","hydropsyche","hydropsyche_confusa","FILTERER",4,NA,NA,"INTOLERANT",NA,NA,NA,"105"
"981","HYDROPSYCHE_NR._DEPRAVATA","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","hydropsyche","hydropsyche_depravata","FILTERER",6,NA,NA,"FACULTATIVE",NA,NA,NA,"105"
"982","HYDROPSYCHE_BIDENS","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","hydropsyche","hydropsyche_bidens","FILTERER",3,NA,NA,"INTOLERANT",NA,NA,NA,"98105"
"983","HYDROPSYCHE_BETTENI","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","hydropsyche","hydropsyche_betteni","FILTERER",7,7,9,"FACULTATIVE",NA,NA,NA,"105"
"984","HYDROPSYCHE_SP.","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","hydropsyche","NA","FILTERER",4,5,4,"INTOLERANT",NA,NA,NA,"125"
"985","CHEUMATOPSYCHE_SP.","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","cheumatopsyche","NA","FILTERER",5,6,6,"FACULTATIVE",NA,NA,NA,"125,83"
"986","DIPLECTRONA_SP.","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","DIPLECTRONINAE","diplectrona","NA","FILTERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"125,83"
"987","UNDETERMINED_HYDROPSYCHIDAE","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHIDAE","HYDROPSYCHIDAE","NA","FILTERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"125"
"988","LYPE_DIVERSA","ARTHROPODA","INSECTA","TRICHOPTERA","PSYCHOMYIIDAE","PSYCHOMYIINAE","lype","lype_diversa","SCRAPER",2,NA,NA,"INTOLERANT",NA,NA,NA,"125"
"989","LYPE_SP.","ARTHROPODA","INSECTA","TRICHOPTERA","PSYCHOMYIIDAE","PSYCHOMYIINAE","lype","NA","SCRAPER",2,NA,NA,"INTOLERANT",NA,NA,NA,"125"
"990","CERNOTINA_SP.","ARTHROPODA","INSECTA","TRICHOPTERA","POLYCENTROPODIDAE","POLYCENTROPODINAE","cernotina","NA","PREDATOR",6,NA,NA,"FACULTATIVE",NA,NA,NA,NA
"991","PHYLOCENTROPUS_SP.","ARTHROPODA","INSECTA","TRICHOPTERA","DIPSEUDOPSIDAE","HYALOPSYCHINAE","phylocentropus","NA","FILTERER",5,NA,NA,"FACULTATIVE",NA,NA,NA,"125"
"992","PSYCHOMYIA_SP.","ARTHROPODA","INSECTA","TRICHOPTERA","PSYCHOMYIIDAE","PSYCHOMYIINAE","psychomyia","NA","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"125,41"
"993","UNDETERMINED_PSYCHOMYIIDAE","ARTHROPODA","INSECTA","TRICHOPTERA","PSYCHOMYIIDAE","PSYCHOMYIIDAE","PSYCHOMYIIDAE","NA","GATHERER",2,NA,NA,"INTOLERANT",NA,NA,NA,"125"
"994","DOLOPHILODES_SP.","ARTHROPODA","INSECTA","TRICHOPTERA","PHILOPOTAMIDAE","PHILOPOTAMINAE","dolophilodes","NA","FILTERER",0,4,3,"INTOLERANT",NA,NA,NA,"125"
"995","CHIMARRA_SOCIA","ARTHROPODA","INSECTA","TRICHOPTERA","PHILOPOTAMIDAE","CHIMARRINAE","chimarra","chimarra_socia","FILTERER",2,4,1,"INTOLERANT",NA,NA,NA,"125,98"
"996","CHIMARRA_ATERRIMA?","ARTHROPODA","INSECTA","TRICHOPTERA","PHILOPOTAMIDAE","CHIMARRINAE","chimarra","chimarra_aterrima","FILTERER",4,2,3,"INTOLERANT",NA,NA,NA,"125,98"
